Model Name,Release Year,Color,Series
Shark Bite,2018,Black,Street Beasts
Shark Bite,2018,Black,Street Beasts
Amazoom,2016,Lime Green,HW Games
'84 Audi Sport Quattro,2022,Blue,Rally Champs
Oracle Red Bull Racing,2025,Night Sky,Track Aces
Deora III,2024,White,Then And Now
2020 Ford Mustang Shelby GT500,2025,Burnt Orange,Mustang 60th
Jaguar MK1,2025,Magenta,HW Race Day
Maserati Shamal,2025,Red,HW Metro
Mailed It!,2025,Purple,HW Metro
Rodger Dodger,2025,White,Hot Wheels Let's Race
'69 Corvette Racer,2025,White,HW Celebration Racers
Batman: Arkham Asylum Batmobile,2025,Dark Gold,Batman
Gotta Go,2025,Black,HW Designed By
Quick Bite,2019,Red,HW Metro
Dragon Blaster,2014,Black,HW City - Medieval Rides
I-Believe,2020,Dark Red,Street Beasts
Rising Heat,2019,Blue,X-Raycers
Nissan Skyline 2000 GT-R,2018,Dark Blue,Then And Now
Nissan Skyline,2006,Blue,Dropstars Series
Veloci-Racer,2021,Green Grey,Dino Riders
Hot Wheels High,2024,Orange,HW Fast Transit
Darth Vader,2018,Black,Character Cars - Star Wars
Carl,2019,Yellow,Character Cars - Minions
ROBERT JAMJONES,2021,Blue,Disney Pixar Character Cars
DMC Delorean,2024,Zamac,HW Rolling Metal
Ducati Scrambler Hot Wheels Edition,2021,Yellow-Black,Baja Blazers
Ducati Scrambler Hot Wheels Edition,2021,Olive Green,Baja Blazers
Ghost Rider,2025,Black,Character Cars - Marvel
Captain America,2025,Blue,Character Cars - Marvel
'40s Woodie,2010,Metalflake Blue,HW Garage '10
Off Track,2007,Black,McDonald's Happy Meal
HI-Roller,2025,Blue-White,Rod Squad
Mailed It!,2025,Purple,HW Metro
Monteracer,2025,Purple,X-Raycers
Custom Ford Bronco,2008,Brown,2008 New Models
HW50 Concept,2025,Matte Dark Green,Rod Squad
Custom Ford Bronco,2008,Brown,2008 New Models
Whatta Drag,2007,Yelllow,2007 All Stars
"Volkswagen ""Baja Bug""",2025,Metalflake Plum With Blue Shimmer,57th Anniversary - 2025
D-Muscle,2025,Metalflake Plum With Blue Shimmer,57th Anniversary - 2025
'73 Jeep J10,2025,Metalflake Plum With Blue Shimmer,57th Anniversary - 2025
'55 Corvette,2025,Metalflake Plum With Blue Shimmer,57th Anniversary - 2025
Muscle And Blown,2025,Metalflake Plum With Blue Shimmer,57th Anniversary - 2025
Baja Bison T5,2025,Chrome Gold,57th Anniversary - 2025
'40s Woodie,2010,Teal,HW Garage '10
2020 Ford Mustang Shelby GT500,2025,Burnt Orange,Mustang 60th
Street Wiener,2025,Yellow,Fast Foodie
Punk Rod,2025,Purple,HW Modified
Arrow Dynamic,2025,Magenta,X-Raycers
El Viento,2025,Blue-White,X-Raycers
Supercharged,2025,Blue,HW EV
'95 Mazda RX-7,2024,Blue,HW J-Imports
Batmobile,2003,Black,2003 Hot Wheels
Cadillac V16,2007,Spectraflame Magenta,Trea$ure Hunt$
Cadillac V16,2007,Magenta,Trea$ure Hunt$
Cadillac V16,2007,Red,Treasure Hunts
1988 Ford T-Bird,2024,Metalflake Red,HW Drag Strip 5-Pack
'62 Corvette Gasser,2022,Copper,HW Drag Strip
Nitro Doorslammer,2024,Metalflake Light Purple,HW Drag Strip 5-Pack
Mustang Funny Car,2024,Yellow,HW Drag Strip 5-Pack
"Shelby Cobra ""Daytona"" Coupe",2024,Blue,HW Race Day
Dodge Deora Concept,2021,Spectraflame Pink,21st Annual Hot Wheels Collector's Nationals
'67 Lotus Type 49,2024,Dark Green,HW Race Day
2020 Koenigsegg Jesko,2024,Orange,HW Exotics
2020 Koenigsegg Jesko,2024,Purple,HW Exotics
'95 Mazda RX-7,2024,Blue,HW J-Imports
'17 Ford GT,2024,White,HW Exotics
Hi-Roller II,2025,Black-White,HW Art Cars
Hi-Roller II,2025,Black-White,HW Art Cars
Oracle Red Bull Racing,2025,Blue,Track Aces
Street Shrieker,2025,Purple,Hot Wheels Let's Race
Morgan Super 3,2025,Turquoise,Factory Fresh
Batman: Arkham Asylum Batmobile,2025,Dark Gold,Batman
'57 Chevy,2024,Light Green,HW Art Cars
Hirohata Merc,2024,Metalflake Apple Green,Rod Squad
Rodger Dodger,2025,White,Hot Wheels Let's Race
'69 Corvette Racer,2025,White,HW Celebration Racers
Jaguar MK1,2025,Magenta,HW Race Day
'70 Chevy Camaro RS,2025,Gold,HW: '70s Vs. '90s
Maserati Shamal,2025,Red,HW Metro
Ford Performance Supervan 4,2025,Red,HW First Response
Ford Performance Supervan 4,2025,Red,HW First Response
Purple Passion,2025,Metalflake Purple,HW Designed By
1/4 Mile Coupe,2010,Green,HW Hot Rods '10
Batmobile,2024,Black,Kith Exclusive
Hover Storm,2024,Blue,HW Dirt
Propper Chopper,2024,Black,HW Metro
'87 Audi Quattro,2024,Black,HW Turbo
Speed Bump,2024,Blue,HW Art Cars
Ferrari 250 GTO,2009,Black,2009 New Models
Ferrari 250 GTO,2009,Black,2009 New Models
Ferrari 250 GTO,2009,Yellow,2009 New Models
Electro Silhouette,2020,Grey,HW Exotics
Lamborghini Huracan LP 620-2 Super Trofeo,2024,Red,HW Exotics
Airuption,2021,Light Green,HW Space
Lamborghini Huracan LP 620-2 Super Trofeo,2024,Spectraflame Red,HW Exotics
Lamborghini Huracan LP 620-2 Super Trofeo,2024,Red,HW Exotics
MINI Challenge,2011,Red,2011 New Models
MINI Challenge,2011,Red,2011 New Models
MINI Cooper S Challenge,2011,White,2011 New Models
MINI Cooper S Challenge,2011,White,2011 New Models
MINI Cooper S Challenge,2011,White,2011 New Models
MINI Challenge,2011,Blue,2011 New Models
MINI Challenge,2011,Blue,2011 New Models
MINI Challenge,2011,Blue,2011 New Models
Nissan Skyline 2000GT-R LBWK,2022,Turquoise,HW J-Imports
Gordon Murray Automotive T.50s,2024,Burnt Orange & Black,HW Exotics
VW T3 Custom,2024,Gold & Brown,HW Vans
'83 Chevy Silverado,2024,Spectraflame Blue,Then And Now
Alfa Romeo GTV6 3.0,2024,Blue,Factory Fresh
Alfa Romeo GTV6 3.0,2024,Black,Red Edition
'91 Mazda MX-5 Miata,2024,Yellow,HW J-Imports
Dodge Van,2024,Black,HW Vans
'67 Lotus Type 49,2024,Dark Green,HW Race Day
'92 Ford Mustang,2024,Red,HW: The '90s
'69 Mercury Cougar Eliminator,2024,Metalflake Cian Blue,Muscle Mania
Nissan Skyline GT-R (BCNR33),2024,Dark Silver Grey,HW J-Imports
'69 Dodge Charger,2019,Blue,HW Race Team
Bone Speeder,2017,White,HW Glow Wheels
'22 Ford Maverick Custom,2024,Blue,HW Hot Trucks
Hollowback,2018,Orange,HW Glow Wheels
Hollowback,2018,Orange,HW Glow Wheels
Moto Wing,2020,Maroon,Rod Squad
Moto Wing,2020,Green,Rod Squad
Moto Wing,2020,Maroon,Rod Squad
Moto Wing,2020,Green,Rod Squad
Ferrari 575 GTC,2006,Grey,2006 Hot Wheels
Tred Shredder,2024,Black,HW Dirt
Tred Shredder,2024,Black,HW Dirt
'96 Porsche Carrera,2024,White,HW: The '90s
'96 Porsche Carrera,2024,White,HW: The '90s
Ain't Fare,2024,Black,HW Fast Transit
'96 Nissan 180SX Type X & Nissan SilEighty,2025,Black & White,Car Culture 2-Pack - Mix 1
Morris Mini & '67 Austin Mini Pickup,2025,Red And British Racing Green,Car Culture 2-Pack - Mix 1
'71 AMC Javelin & AMC Rebel Machine,2025,Orange & White,Car Culture 2-Pack - Mix 1
McLaren Senna,2025,Red,Fast & Furious - Mix 1
Nissan 370Z,2025,Grey,Fast & Furious - Mix 1
1970 Chevelle SS,2025,Flat Grey,Fast & Furious - Mix 1
Volkswagen New Beetle Cup,2003,Black,Flag Flyers 5-Pack
School Busted,2012,Blue,General Mills Boo Berry
Tesla Cybertruck,2024,Zamac,HW Rolling Metal
'68 Hemi Barracuda,2012,Purple,Muscle Mania - Mopar '12
Batmobile,2024,Metalflake Dark Grey,Batman
Batmobile,2024,Metalflake Dark Grey,Batman
Batmobile,2024,Black,Batman
'90 Acura NSX,2024,White,HW: The '90s
'71 El Camino,2024,Purple,HW Hot Trucks
Mazda RX-7,2024,Black,HW First Response
Mazda RX-7,2024,Black,HW First Response
Deora II,2024,White,Then And Now
Batman: Arkham Knight Batmobile,2024,Blue,Batman
Bumblebee,2024,Yellow,HW Screen Time
BMW M3 Wagon,2024,Red,HW Modified
Nissan Skyline 2000GT-R LBWK,2024,Gray,Then And Now
'08 Ford Focus,2023,Turquoise,HW Art Cars
Batman Forever Batmobile,2024,Black,Batman
Porsche 911 Carrera RS 2.7,2023,White,Retro Racers
Audi '90 Quattro,2023,Red,Retro Racers
'83 Chevy Silverado,2022,Green,HW Hot Trucks
'63 Studebaker Champ,2024,White,HW Hot Trucks
'67 Austin Mini Van,2015,Zamac,HW City - Art Cars
Dessert Drifter,2023,Translucent Red,Sweet Rides
Chevy Nomad,2000,Orange,2000 Hot Wheels
'79 Ford Pickup,2016,Brown,Hot Wheels Trucks Series
'21 Ford Bronco,2024,Metalflake Teal & Orange Chrome,Themed Assortment - HW 56th Anniversary Series Mix 1
Big-Air Bel-Air,2022,Pink,Chevy Bel Air
'56 Flashsider,2005,Grey-Black,T-Hunt
'67 Camaro,2002,Silver,2002 Red Line Club Membership Car
Hiway Hauler,2011,Spectraflame Blue,2011 Editorial Car
Datsun Bluebird 510,2022,Black And Tan,2022 Japan Hot Wheels Collectors Convention
1969 Chevy C-10,2021,Blue,2021 Japan Hot Wheels Collectors Convention
Lamborghini Countach,1990,Dark Purple,Automagic II
Custom '53 Chevy,2024,Flat Lavender,Rod Squad
Porsche 911 Turbo 3.6 (964),2024,Metaflake Dark Purple,Tooned
'84 Mustang SVO,2024,Red,Then And Now
Heavy Hitcher,2024,Gray,HW Metro
Dessert Drifter,2024,Translucent Yellow,Fast Foodie
Mailed It!,2024,White,HW Art Cars
Max Steel,2024,Metalflake Green,HW Roadsters
HW-4-Trac,2024,Dark Olive,HW Race Day
Quick Bite,2024,White,Fast Foodie
Chevrolet Monte Carlo And Tool Box,1998,Blue,Team Hot Wheels Pro Racing Pit Crew 1998
Hi I.Q.,2004,Antifreeze,2004 First Editions
Crooze Wail Tale,2004,White,2004 First Editions
Small Bloc,2024,Tan,Tooned
Cadillac Eldorado Brougham 1957,2002,Black,2002 Hot Wheels
'81 DeLorean DMC-12,2014,Red,HW City - Speed Team
Aston Martin V8 Vantage,2005,Yellow,2005 First Editions - Realistix
Turbo Flame,1998,Chrome,Trea$ure Hunt Series
Ford GT90 Concept,2006,Black,HW 2006
'64 Dodge Power Wagon,2024,Spectraflame Olive,RLC Exclusive
Small Bloc,2024,Tan,Tooned
Max Steel,2024,Metalflake Green,HW Roadsters
HW-4-Trac,2024,Dark Olive Green,HW Race Day
Mailed It!,2024,White,HW Art Cars
Torque Screw,2004,Metalflake Blue,2004 First Editions
Dessert Drifter,2024,Translucent Yellow,Fast Foodie
Heavy Hitcher,2024,Grey,HW Metro
'58 Ford Thunderbird,2005,Metalflake Red,HW 2005
'70 Chevelle SS,2012,Black,HW Racing
1968 Mercury Cougar,2007,Green,Code Car
'69 Camaro,2020,Metalflake Olive Green,HW Roadsters
'71 Dodge Demon,2012,Blue,HW Racing
Off-Duty,2014,Red,HW Off-Road
Street Shaker,2014,Blue,HW City
Street Shaker,2014,Red,HW City
'63 Studebaker Champ,2024,White,HW Hot Trucks
Twinduction,2013,Metalflake Grey,HW Off-Road
Straight Pipes,2024,Dark Green,Themed Entertainment - Nickelodeon's SpongeBob Squarepants
'40 Ford Pickup,2024,Yellow,Multipack Exclusive
Rennen Rig,2013,White,HW Racing - Track Stars
Nerve Hammer,2014,Translucent Yellow,HW Race - Track Stars
'69 Chevelle,2014,Translucent Blue,HW Race - Track Stars
HW Pursuit,2014,Red & White,HW City
Fast 4WD,2014,Orange,HW Off-Road
Fast 4WD,2014,White,HW Off-Road
Surf Duty,2024,Gloss Red,HW Metro
Batman: The Animated Series,2024,Matte Black,Batman
Fig Rig,2014,Blue,HW Race
Drift Rod,2014,Black,HW Race
RRRoadster,2014,Metalflake Silver,HW Race - Thrill Racers
Let's Go,2014,Green,HW Race
Fast Felion,2014,Black,HW Race
Pontiac GTO 1967,2004,Metalflake Brown,Cereal Crunchers
'70 Dodge Charger R/T,2014,Blue,28th Annual Collectors Convention
Dodge Viper SRT10 ACR,2024,Silver,HW Exotics
'70 Dodge Charger,2024,Metalflake Grey,Tooned
King Kuda,2024,Red,HW Art Cars
'94 Toyota Supra,2024,Metalflake Gold,Tooned
Hi-Roller II,2024,Metalflake Navy Blue,HW Rolling Metal
Speed Dozer,2024,Red,HW Metro
Total Disposal,2024,Orange Cab,HW Metro
Dragtor,2024,Maroon,HW Metro
Track Dwagon,2024,Black,HW Track Champs
Draggin' Wagon,2024,Yellow,HW Ride-Ons
Rink Racer,2024,Metalflake Green,HW Ride-Ons
HW450F,2024,Blue Seat,HW Xtreme Sports
Rink Racer,2024,Metalflake Green,HW Ride-Ons
Rink Racer,2024,Blue,HW Ride-Ons
Mustang Funny Car,2024,Light Yellow,HW Art Cars
'92 Dodge Viper RT/10,2024,Dandelion Yellow,HW Exotics
'23 RAM 1500,2024,Hydro Blue,Factory Fresh
'20 Toyota Tacoma,2024,Light Blue,HW Dirt
'16 Bugatti Chiron,2024,Italian Red,Quarter Mile Heroes
Dragtor,2024,Metalflake Maroon,HW Metro
Cadillac Project GTP Hypercar,2024,Metalflake Dark Blue,HW Turbo
'99 Ford F-150 SVT Lightning,2024,Silver,HW: The '90s
Speed Dozer,2024,Red,HW Metro
'94 Toyota Supra,2024,Orange,Tooned
'67 Camaro,2019,Blue,HW Art Cars
Sushi Tuner,2024,Translucent Red,Fast Foodie
Nissan Skyline 2000GT-R LBWK,2024,Sky Blue,Tooned
Chevy Silverado,2024,Metallic Blue,Then And Now
'73 Honda Civic Custom,2024,Metalflake Teal,Compact Kings
Surfin' School Bus,2024,Yellow & Red,HW Xtreme Sports
Rapid Pulse,2024,Red,HW First Response
Land Rover Series II,2024,Metalflake Dark Blue,HW Hot Trucks
Sling Shot,2023,Blue,Multipack Exclusive
Trouble Decker,2024,Orange & Blue,HW Fast Transit
Datsun Bluebird Wagon (510),2020,Black,HW Speed Graphics
TV Series Batmobile,2022,Gold,Batman
5 Alarm,2024,Blue,HW Metro
Loopster,2024,Lime Yellow,Experimotors
Loopster,2024,Lime Yellow,Experimotors
Rally Speciale,2024,Navy Blue,HW Dirt
Retro-Active,2024,Trump Orange,Quarter Mile Heroes
LB-Silhouette Works GT Nissan 35GT-RR Ver.2,2024,Grey,Then And Now
LB-Silhouette Works GT Nissan 35GT-RR Ver.2,2024,Grey,Then And Now
Celero GT,2024,Purple,Quarter Mile Heroes
Retro-Active,2024,Burnt Orange,Quarter Mile Heroes
Mo-Stash,2024,Metalflake Grey,Experimotors
Land Rover Series II,2024,Red,Red Edition
Birthday Burner,2024,Pink,HW Celebration Racers
Celero GT,2024,Spectraflame Purple,Quarter Mile Heroes
Celero GT,2024,Purple,Quarter Mile Heroes
'65 Pontiac GTO,2006,Metallic Purple,Ultra Hots
1963 Plymouth 426 Max Wedge,1999,White,Reggie's Cars 4-Car Set
Loopster,2024,Lime Green,Experimotors
Loopster,2024,Lime Green,Experimotors
Tesla Model S Plaid,2024,Blue,Quarter Mile Heroes
Custom Volkswagen Beetle,2020,Frost Green,Multipack Exclusive
'96 Nissan 180SX Type X,2024,Spectraflame Blue,HW: The '90s
RV There Yet,2021,Yellow-Silver,HW Getaways
RV There Yet,2021,Orange-Light Blue,HW Getaways
Porsche 934.5,2017,Black,Factory Fresh
Scoopa Di Fuego,2019,Black,Multipack Exclusive
Vampyra,2018,Orange,Street Beasts
Yur So Fast,2018,White,Iron Man Armor-Up Launcher Play Set
'55 Chevy Bel Air Gasser,2024,Zamac,HW Reverse Rake
Epic Fast,2016,Orange,HW Digital Circuit
Great Gatspeed,2016,Yellow,HW Showroom
Quick N' Sik,2017,Flat Black,Track Stars 5-Pack
Team Hot Wheels 4 X 4,2017,White,HW Snow Stormers 5-Pack
Zotic,2003,Dark Metalflake Orange,2003 First Editions
1968 Mustang,2003,Blue,First Editions
Police Cruiser,2002,Blue,2002 Hot Wheels
1941 Ford Pickup,2003,Black & Yellow,2003 First Editions
Blings Hummer H2,2004,Yellow,2004 First Editions
Double Vision,2002,Metalflake Green,He-Man
Cadillac Escalade,2003,Metalflake Gray,2003 First Editions
Muscle Tone,2002,Spectraflame Gold,Spectraflame II Series
Ford GT-40,2002,Blue,2002 Hot Wheels
Spector,2018,Unpainted & Purple,HW Robots
Ferrari 612 Scaglietti,2008,Grey,Shell V-Power
Ferrari 599 GTB Fiorano,2008,Dark Grey,Shell V-Power
Ferrari FXX,2006,Red & White,Shell V-Power
Spector,2018,Purple,HW Robots
Spector,2018,Purple,HW Robots
Spector,2018,Purple,HW Robots
Chevy 1500,1996,Gray And Black,1996 First Editions
Batman & Robin Batmobile,2025,Black,Batman
Screamin Hauler,2004,Satin Gray,Wastelanders
Porsche 356 Outlaw,2025,Spectraflame Green,Ultra Hots - Mix 1
'89 Mazda Savanna RX-7 FC3S,2025,Spectraflame Black,Ultra Hots - Mix 1
'81 Toyota Starlet KP61,2025,Spectraflame Orange,Ultra Hots - Mix 1
'57 Cadillac Eldorado Brougham,2004,Flat Olive Green,Pride Rides
'65 Pontiac GTO,2025,Spectraflame Root Beer,Ultra Hots - Mix 1
'88 Honda CR-X,2025,Spectraflame Purple,Ultra Hots - Mix 1
Volkswagen T1-GTR,2025,Spectraflame Pink,Ultra Hots - Mix 1
Batman & Robin Batmobile,2025,Black,Batman
Low C-GT,2007,Blue,Superman Bridge Rescue Play Set
Sooo Fast,2004,Flat Brown,Tat Rods
Rocket Oil Special,2004,Flat Olive Green,Wastelanders
Cadillac Escalade,2004,Black,Crank Itz
'69 Corvette ZL-1,2006,Dark Red,2006 First Editions
Way 2 Fast,2006,Yellow,2006 Hot Wheels
Thunderbird Stocker,1989,Red,Speed Fleet
'95 Mazda RX-7,2024,Metalflake Dark Gray,HW J-Imports
Bugatti Veyron,2025,White,Car Culture - Hammer Drop
Lancia Stratos Zero,2025,Orange,Car Culture - Hammer Drop
MG Metro 6R4,2025,White,Car Culture - Hammer Drop
Porsche 911 Carrera RS 2.7,2025,Yellow,Car Culture - Hammer Drop
Mazda 787B,2025,Matte Black,Car Culture - Hammer Drop
Lancia Stratos Zero,2025,Black,Car Culture - Hammer Drop
BMW M3 & HW Rally Hauler,2025,Yellow,Car Culture - Team Transport
"Aero Lift, Porsche 962, Nissan Skyline 2000GT-R LBWK, 1995 Toyota MR2 TRD 2000 GT",2025,Black,Car Culture - Premium Set
Jaguar MK1 & 2023 Land Rover Defender 110,2025,British Racing Green & Silver,Car Culture - Team Transport
1972 Toyota Corolla Levin & Sakura Sprinter,2025,Yellow,Car Culture - Team Transport
Lamborghini Reventón Roadster & Flipside Hauler,2025,Silver & Black,Car Culture - Team Transport
'64 Chevy Chevelle SS,2020,Spectraflame Teal,Nightburnerz
Electrack,2018,Translucent Red & Black,X-Raycers
Swoop Coupe,2004,Red & Black,Crank Itz
Ford Taurus & Tool Box,1998,Green & White,Team Hot Wheels Pro Racing Pit Crew 1998
Electrack,2018,Blue-Green,X-Raycers
Electrack,2018,Blue-Green,X-Raycers
El Viento,2018,Blue,X-Raycers
Gazella GT,2017,Gold Chrome,Super Chromes
Rogue Hog,2017,Gold Chrome,Super Chromes
Rogue Hog,2017,Gold Chrome,Super Chromes
Monoposto,2007,Metalflake Green,Code Car
Urban Agent,2008,Satin Grey,2008 New Models
Dodge Charger Stock Car,2008,Metalflake Dark Blue,TEAM: Hot Wheels Racing
Pit Cruiser,2008,Metalflake Red,Team: Custom Bikes
Gruppo X24,2019,Translucent Purple,X-Raycers
Duesenberg Model J 1931,2003,Grey,Final Run
Honda Civic Si,2006,Metallic Mint Green,2006 First Editions
Gruppo X24,2019,Purple,X-Raycers
Batmobile,2020,Gold Chrome,Batman
Batcopter,2020,Black,Batman
Super Smooth,2002,Metalflake Dark Blue,HW 2002
'Tooned Sir Ominous,2004,Metalflake Dark Purple,2004 First Editions
'Tooned Mitsubishi Pajero Evolution,2004,Red,2004 First Editions
Crooze Wail Tale,2004,Pearl White,2004 First Editions
Hover Storm,2015,Red,HW Off-Road - Jungle Rally
Sky Knife,2007,Metalflake Red,2007 First Editions
Brutalistic,2008,Pearl Gray,Web Trading Cars
Blast Lane,2007,Blue,Hot Wheels Stars
Cloak And Dagger,2017,Translucent Red,X-Raycers
Surfin' School Bus,2005,Metalflake Red,Red Lines
Shelby Cobra 427 S/C,2005,Red,2005 Hot Wheels
Ford GT-40,2005,Light Blue,2005 Hot Wheels
'41 Willys,2005,Lime Green,Crazed Clowns II
Bully Goat,2005,Champagne,2005 First Editions - Realistix
8 Crate,2005,Metalflake Gray,Red Lines
Maserati MC12,2005,Pearl White,2005 First Editions - Realistix
Maserati MC12,2005,Pearl White,2005 First Editions - Realistix
'55 Chevy Bel Air Gasser,2024,Yellow,24th Annual Hot Wheels Collectors Nationals
'57 Chevy,2007,Black,21st Annual Hot Wheels Collectors Convention
Porsche 959,2024,Yellow,38th Annual Hot Wheels Collectors Convention
Datsun Fairlady 2000,2024,Blue,38th Annual Hot Wheels Collectors Convention
AMC Gremlin Grinder,2009,Spectraflame Anitfreeze,2009 sELECTIONs SERIES
'69 Camaro,2010,Spectraflame Red,2010 sELECTIONs Series
Camaro Z28,2016,Light Blue,Muscle Mania
Volkswagen New Beetle Cup,2005,Metalflake Gray,2005 Hot Wheels
50 Hot Wheels 1968-2018,2018,"Yellow, Blue, Red, Silver, Purple, Green, White, Orange & Black",Throwback 10 Pack
1936 Cord,2005,Maroon & Silver,2005 Hot Wheels
Evil Twin,2005,Metalflake Copper,2005 Hot Wheels
Pikes Peak Tacoma,2005,White,2005 Hot Wheels
Sol-Aire CX4,2012,Purple,The Hot Ones
Ferrari 308 GTS,2011,Red,The Hot Ones
Ford Anglia,2005,Flat Grey,2005 Hot Wheels
'71 Mustang Funny Car,2005,Metalflake Dark Orange,2005 Hot Wheels
1969 Dodge Charger,2005,Metalflake Dark Blue,Muscle Mania
1969 Dodge Charger,2005,Metalflake Dark Blue,Muscle Mania
Trim TRK,2005,Metalfkae Dark Orange,2005 First Edition - Torpedoes
Dodge Tomahawk,2005,Chrome Gold,2005 Hot Wheels
Baja Bug,2005,Metallic Blue,2005 Hot Wheels
Dodge Magnum R/T,2005,Metalflake Pearl Yellow,2005 First Editions - Blings
Chevy Stocker,2005,Red,Track Aces
1964 Chevy Impala,2005,Metalflake Brown,Pin Hedz
Custom '18 Ford Mustang GT,2024,Yellow,Multipack Exclusive
Scion XB,2005,Transparent Red,2005 First Editions - X-Raycers
Buick Wildcat,2005,Metallic Red,Final Run
MS-T Suzuka,2005,White,White Heat
Cool-One,2005,Magenta,Crazed Clowns II
2002 Autonomy Concept,2005,Metalflkae White,White Heat
Sling Shot,2005,Blue,Track Aces
Anglia Panel Truck,2003,Blue / White,100% Preferred: Rod & Custom
Lamborghini Huracan Sterrato,2024,Orange,HW Dirt
Talbot Lago,2005,Metalflake Green,2005 Hot Wheels
1963 Thunderbird,2005,Metalflake Dark Red,Muscle Mania
Ferrari 360 Modena,2005,Transparent Red,2005 First Editions - X-Raycers
'69 Chevelle,2005,Translucent Yellow,2005 First Editions - X-Raycers
'71 Datsun Bluebird 510 Wagon,2014,Spectraflame Red,HW Workshop - Garage
Fatbax Shelby Cobra 427 S/C,2005,Matte Black,Crazed Clowns
Vairy 8,2005,Flat Purple,2005 Hot Wheels
Formul8r,2005,Metalflake Purple,2005 First Editions - Realistix
Shoe Box,2005,Lime Green,2005 Hot Wheels
Crescendo,2018,Magenta,HW Glow Wheels
'70 Ford Escort RS1600,2025,Spectraflame Gold,Ultra Hots - Mix 1
Power Sander,2005,Gold,2005 Hot Wheels
Rocket Oil Special,2005,Peral White,2005 Hot Wheels
Bullet Nose,2005,Yellow,2005 First Edition - Torpedoes
Hummer H3T,2005,Matte Black,2005 Hit Wheels
F-Racer,2004,Matte Black & Chrome,2004 First Editions
Airy 8,2006,Purple,2006 Hot Wheels
GT-Scorcher & Porsche 911 GT3,2023,Metalflake Light Blue | Orange,Pull-Back Speeders 2-Pack
Fatbax Silhouette,2004,Green,2004 First Edition Fatbax
Mid Drift,2005,Silver & Black,2005 First Editions - Drop Tops
Freightliner Cascadia,2024,Matte Black,Elite 64
2006 Dodge Viper Coupe,2006,Red,2006 First Editions
Poison Arrow,2005,Clear Green,2005 First Editions - X-Raycers
Torque Twister,2015,Pearl White,HW City - All Stars
'17 Acura NSX,2021,Red,HW Turbo
Hotweiler,2021,Red & Black,Street Beast
McLaren Speedtail,2021,Metallic Trump Orange,Factory Fresh
Forward Force,2021,Transparant Blue,X-Raycers
Clip Rod,2021,Green Black & Gold,Experimotors
Dodge Charger Stock Car,2021,Blue,HW Race Team
Crate Racer,2016,Metalflake Light Blue,HW City Works
